Lab;Predio;Sala;Detalhe sala (mesa, armário, etc);Nome Equipamento ;Apelido;Tipo;Fabricante;Moeda;Custo de aquisição;Agência financiadora;ID_grupo (partes do mesmo conjunto têm o mesmo número de ID_grupo);Responsável;Potência elétrica;Unidade potencia elétrica;Tensão elétrica minima (V);Tensão elétrica máxima (V);Detalhe da alimentação elétrica (bivolt, trifásico, etc);Outras alimentações (ar, água, etc);Modelo;Spec1;Unidade Spec1;Spec2;Unidade Spec2;Nacionalidade;Ano de aquisição ;Apelido projeto compra;Sistema de patrimônio principal;Numero de patrimônio principal;Finalidade principal;Intervalo de calibração;Condição Equipamento;Data Atualização;Pasta de documentos;OBS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;auxiliar
LPM;2;Laboratório Quimico;;Chapa de Aquecimento em alumínio microprocessada ;;Chapa;Quimis;BRL;2.044,87;;;Maciel;2000;W;120;220;bivolt ;monofasico;Q313I21;;;;;Brasileira;16/06/2014;Silício;"Preenchido ""sem número""";sem número;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Chapa de Aquecimento em alumínio microprocessada ;;Chapa;Quimis;BRL;2.044,87;;;Maciel;1100;W;120;220;bivolt ;monofasico;Q 313 AM;;;;;Brasileira;16/06/2014;Silício;"Preenchido ""sem número""";sem número;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Chapa de Aquecimento em alumínio microprocessada ;;Chapa;Quimis;BRL;2.044,87;;;Maciel;1100;W;120;220;bivolt ;monofasico;Q 313 AM;;;;;Brasileira;16/06/2014;Silício;"Preenchido ""sem número""";sem número;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Chapa de aquescimento com agitação magnética;;Chapa;Quimis;BRL;800,00;;;Maciel;415;W;120;220;50/60 Hz;monofasico;Q 313 AM;;;;;Brasileira;18/08/2011;Silício;;4118;Aquecimento de soluções e favorecimento da digestão de materiais;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Destilador de ácidos Sub-boiling;;Destilador;BERGHOF;BRL;;;;Maciel;264;VA;220;230;50-60 Hz;monofasico;Distillacid;;;;;Alemã;2012;Silício;;13766;Purificação de ácidos por destilação abaixo do ponto de ebulição;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Destilador de ácidos Sub-boiling;;Destilador;BERGHOF;BRL;;;;Maciel;264;VA;220;230;50-60 Hz;monofasico;Distillacid;;;;;Alemã;2012;Silício;;5146;Purificação de ácidos por destilação abaixo do ponto de ebulição;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Destilador de ácidos Sub-boiling;;Destilador;BERGHOF;BRL;;;;Maciel;264;VA;220;230;50-60 Hz;monofasico;Distillacid;;;;;Alemã;2012;Silício;;18716;Purificação de ácidos por destilação abaixo do ponto de ebulição;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Espectrômetro de Absorção Atômica;;Espectrometro;VARIAN;BRL;90.903,96;;;Maciel;3,5;kVA;120;240;bivolt, 50-60 Hz;monofasico;AA-240FS;;;;;EUA;12/09/2008;;FIPT geral;84216;Caracterização química elementar ;diária, com padrões prepapados, precedendo qualquer análise.;em funcionamento;04/10/2022;LPM02ES001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Espectrômetro de Emissão Óptica com Plasma Inductivamente Acoplado;;Espectrometro;SPECTRO ;BRL;158.537,35;;;Maciel;5;kVA;220;230 V;50-60 Hz;monofasico;ARCOS;;;;;Alemã;05/11/2010;Silício;FIPT geral;46461;Caracterização química elementar ;diária, com uso de padrões preparados precedendo análise;em funcionamento;04/10/2022;LPM02ES002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Espectrômetro de Massas com Plasma Inductivamente Acoplado;;Espectrometro;SPECTRO ;BRL;;;;Maciel;5;kVA;220;230;50/60 Hz;monofasico;iCAP TQ;;;;;Alemã;2010;INCT terras raras;FIPT geral;;Caracterização química elementar ;diária, com uso de padrões preparados, de acordo com o fabricante, precedendo qualquer análise.;em funcionamento;04/10/2022;LPM02ES003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Estufa ;;Estufa;Quimis;BRL;2.359,80;;;Maciel;1;kW;120;220;bivolt;monofasico;Q 317M;;;;;Brasileira;26/06/2014;Silício;;18710;Secagem de amostras/ secagem de vidrarias;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Estufa a Vácuo  50L;;Estufa;Nova Ética;BRL;241,67;;;Maciel;2;kW;220;220;60 Hz;monofasico;440/D;;;;;Brasileira;12/09/2014;;;4894;Secagem de amostras/ secagem de vidrarias;;em funcionamento;04/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Estufa a Vácuo 12 Litros;;Estufa;MARCONI;BRL;;;;Maciel;2;kW;220;220;60 Hz;monofasico;MA 30;;;;;Brasileira;;;"Preenchido ""sem número""";sem número;Secagem de amostras/ secagem de vidrarias;;em funcionamento;04/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Forno Mufla;;Forno;GRION;BRL;17.985,10;;;Maciel;5;kVA;220;230;50/60 Hz;monofasico;Forno Mufla 1350°C;;;;;Brasileira;12/07/2010;;;"045144; 004039";Calcinação de materiais;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Geladeira;;Refrigerador;Electrolux;BRL;1340,00;;;Maciel;- ;-;120;120;60 Hz;monofasico;Geladeira flex ;;;;;Sueca;09/06/2010;;;4023;condicionamento de amostras e reagentes ;;em funcionamento;04/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Lavadora Ultrasônica 20 Litros;;Lavadora;SERCON;BRL;13.900,00;;;Maciel;70;kW;120;220;bivolt ;monofasico;LU;;;;;EUA;20/08/2013;;;13116;Limpeza de amostras e vidrarias;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Lavadora Ultrasônica 20Litros;;Lavadora;SERCON;BRL;13.900,00;;;Maciel;1;kW;120;220;bivolt;monofasico;LU;;;;;EUA;20/08/2013;;;17152;Limpeza de amostras e vidrarias;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Máquina de Fusão;;Forno;KATANAX;BRL;100.000,00;;K1P-1603-B;Maciel;1200;W;220;220;50/60 Hz;monofasico;K1-Prime;;;;;EUA;25/04/2016;;;21128;Preparo de amostras em forma de pastilhas fundidas para determinações elementares por Fluorescência de Raio X.;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Mesa agitadora ;;Agitador;QUIMIS;BRL;;;;Maciel;70;W;127;220;30 a 300 rpm;monofasico;Q222T2;;;;;Brasileira;;;;16822;Agitação orbital de amostras liquidas contidas em tubos ou frascos, visando o preparo de amostras;última calibração em 2013;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Mesa agitadora ;;Agitador;TECNAL;BRL;;;;Maciel;150;W;220;220;55 a 200 rpm;monofasico;TE-1401;;;;;Brasileira;;;;16798;Agitação orbital de amostras liquidas contidas em tubos ou frascos, visando o preparo de amostras;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Moinho bolas;;Moinho;Spex;BRL;27.205,89;;;Maciel;-;- ;220;220;60 Hz;monofasico;8000 M;;;;;EUA;31/08/1994;;;21539;Moagem de amostras;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;PHMetro;;Phmetro;Jenway;BRL;6.807,33;;;Maciel;6;VA;120;120;50/60 Hz;monofasico;3510;;;;;EUA;13/07/2015;395405A;;5452;Mensuramento do potencial hidrogeniônico de soluções.;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;PRENSA HIDRAULICA DE 35 T. MOD. MP 35-01;;Prensa;SHIMADZU;BRL;46.949,56;;;Maciel;0,75;kW;220;220;trifásico, 4P;trifásico;MP 35;;;;;Japonesa;2002;;;21532;Preparo de amostras em forma de pastilhas prensadas para determinações elementares por Fluorescência de Raio X.;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Purificador de água;;Purificador de Agua;Millipore;BRL;19.283,90;;;Maciel;- ;-;120;120;monofásico;monofásico;Integral 3;;;;;EUA;24/08/2010;377701A;;15860;preparo de soluções e descontaminação de tubos de ensaio;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Refrigerador;;Refrigerador;Electrolux;BRL;;;;Maciel;-;-;120;120;60 Hz;monofásico;Flex refrigerador;;;;;Sueca;2011;810101C;FIPT geral;4023;condicionamento de amostras e reagentes ;;em funcionamento;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Analisador de Carbono e Enxofre;;Analisador Quimico;Horiba;BRL;;FIPT;;Maciel;4,5;kVA;220;220;50/60 Hz;monofásico;EMIA-920V2;;;;;Japonesa;13/07/1905;Funtec terras raras;FIPT geral;T1645;determinação de Carbono e Enxofre;diário, com padrões cadastrados pelo fabricante;em funcionamento;04/10/2022;LPM02AQ002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;2;Laboratório Quimico;;Fluorescência de raios X - WDXRF;;Analisador Quimico;Rigaku;BRL;;;;Maciel;200;W;200;240;1 fase, 50/60 Hz, 10 A;monofásico;Supermini 200;;;;;Japonesa;jul/05;Seguro do XRF (Shimadzu);FIPT geral;23946;Determinação elementares;diário, com padrões cadastrados pelo fabricante;em funcionamento;04/10/2022;LPM02AQ003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Eletrólise;;Aspirador de Pó-Karcher;;Aspirador;Karcher;;;;;Rogério;1300;W;220;;;;NT 30/1 Me Classic;;;;;BRASILEIRA;2014;CBMM ;;IPT azul-020589;Aspirador de pó;;em funcionamento;07/10/2022;LPM04AS001;Equipamento em uso no P.03 temporariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de DRX;;Difratômetro de Raio X;;Difratometro;SHIMADZU;;;;;Cátia ;3;kW;220;;;Torre de resfriamento de líquido externa;XRD 6000;;;;;Japão;2001;;IPT geral;004138;Analise de Difração de Raios X;;Em manutenção;03/10/2022;LPM03DF001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de DRX;;Torre de Resfriamento de Líquido;;Resfriador;Uniklima;;;;;N/D;1,3;kW;220;;;;CLA60212ON;;;;;Brasil;2001;;;004140;Resfriamento do Liquido Refrigerante do Difratometro de Raios X;;Em manutenção;03/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de DRX;;Máquina de Ensaios EMIC;;Prensa;EMIC;;;;;Israel;1000;VA;220;;;;DL 10000;;;;;Brasil;2003;;Em branco;;Ensaios de tração e compressão diversos;;Operante;03/10/2022;LPM03PR001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de DRX;;Máquina de Ensaios MTS;;Prensa;MTS;;;;;Israel;;;220;;1 fase 60 Hz/12 A;;Sintech 5G;;;;;Estados Unidos;;JICA;;;Ensaios de tração e compressão diversos;;Operante;03/10/2022;LPM03PR002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de DRX;; DTA/Dilatometro;;Dilatometro;Netzch;;;;;N/D;;;220;;;;;;;;;Alemanha;;;;000085;Análises Térmicas e Dilatometria;;Inoperante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Balança CHYO;;Balança;CHYO;;;;;N/D;;;220;;;;MJ 3000;;;;;Japão;;;;;Pesagem;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Embutidora;;Embutidora;Struers;;;;;N/D;;;220;;;;Tempopress;;;;;Dinamarca;;;;004141;Embutimento metalográfico de amostras;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Prensa Isostática;;Prensa;AIP;;;;;N/D;;;220;;;Ar comprimido ;CP 360;60000;PSI;;;Estados Unidos;;;;021489;Compressão isostática de amostras;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Moinho Atritor;;Moinho;Union Process;;;;;N/D;1,3;HP;;;;;Air 01 A106;;;;;Estados Unidos;1989;;;000086;Moagem de amostras;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Cortadeira Metalografica;;Outros;Arotec;;;;;N/D;1,5;cv;220;;;;COR - 40;;;;;Brasil;;;;004035;Corte de amostras para metalografia;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;"Misturador em ""V""";;Misturador;Maquinas Renard;;;;;N/D;1;cv;220;;;;VM.7;;;;;Brasil;1976;;;004142;Misturar e homogeneizar amostras particuladas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Moinho de Bolas;;Moinho;Yamato;;;;;N/D;100;W;220;;;;UB - 32;;;;;Japão;;;;004144;Moagem de amostras;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Moinho Planetário;;Moinho;Fritzch;;;;;N/D;1,1;kW;220;;;;Pulverisette 5;;;;;Alemanha;1992;;;004145;Moagem de amostras;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Peneiramento;;Prensa EDU - 400;;Prensa;;;;;;N/D;11;kVA;220;;;;EDU-400;400;ton;;;Alemanha;1988;;;;Prensagem de amostras;;Inoperante;04/10/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Serras e polimento de Silício– porta 1;;Serra de fita Opus ;;Serra;Opus cutting solutions - Bonetti Construzione Meccaniche S.R.l.;;;;;N/D;15;kW;400;;;;600 TM - SIL;;;;;Italia ;2012;Projet Si G Solar;;13827;Cortes de lingotes de silicio;;Manutenção 27 09 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Serras e polimento de Silício– porta 1;;Serra de fio Weel;;Serra;Well;;;;;N/D;;;220;;;;6234;;;;;USA;2013;Projet Si G Solar;;16816;Cortes de laminas de silicio;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Serras e polimento de Silício– porta 1;;Moinho de aneis ;;Moinho;Kawasaki Kobe Heavy Industries LTD;;;;;N/D;8;kW;220;;;;T-100;;;;;Japão;;;;;Moagem de amostras;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Serras e polimento de Silício– porta 1;;Peneiradora pequena;;Peneira;Produtest;;;;;N/D; 1/2;HP;220;;;;;;;;;Brasil;;;;"004906; 38338";Peneirar material particulado para análise granulométrica;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Serras e polimento de Silício– porta 1;;Moinho de anéis ;;Moinho;Chemplex Industries,inc;;;;;N/D;;;115;;;;N° 5000;;;;;USA;;;;"82960; 000640";Moagem de amostras;;Manutenção 27 09 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Serras e polimento de Silício– porta 1;;Peneiradora grande;;Peneira;MVL máquinas vibratorias Ltda/Donar;;;;;N/D;;;220;;;;N° 2584;;;;;Brasil;;;;"004901; 045754";Separação granulométrica;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala de Serras e polimento de Silício– porta 1;;Moinho de jarros;;Moinho;Engedrar/Engenheiros associados Ltda;;;;;N/D;0,37;kW;220;;;;;;;;;Brasil;2010;;;"004893; 045170";;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Atomizador a gas;;Atomizador;PSI Phoenix Scientific Industries;;;;;Israel;35;kVA;110;380;;Transformador interno;Hermiga 75/3VI;;;;;Inglaterra;1995;;IPT geral;000083;Atomização de ligas metálicas a gás;Não aplicável;Operante;03/10/2022;LPM03AT001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Registrador;;Outros;Yokogawa;;;;;Israel;;;110;;;;MV 100;;;;;Japão;;;IPT geral;004086;Registrador de Temperaturas;Não aplicável;Operante;03/10/2022;LPM03XX002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Metlap 2000;;Outros;Buehler;;;;;N/D;100;W;115;230;;;Metlap 2000;;;;;Estados Unidos;;;;;Dosador de suspensão para polimento;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Automet 2;;Outros;Buehler;;;;;N/D;;;120;;;;Automet 2;;;;;Estados Unidos;;;;;Politriz Automatica de amostras metalográficas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Isomet 1000;;Outros;Buehler;;;;;N/D;400;W;110;;;;Isomet 1000;;;;;Estados Unidos;;;;018696;Corte e seccionamento de amostras com disco diamantado para metalografia;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Isomet 2000;;Outros;Buehler;;;;;N/D;800;W;220;;;;Isomet 2000;;;;;Estados Unidos;;;;;Corte e seccionamento de amostras com disco diamantado para metalografia;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Mufla ;;Forno;EDG;;;;;N/D;2000;W;220;;;;Economic;;;;;Brasil;2014;;;004781;Tratamento térmico;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Estufa ;;Estufa;Nova Ética;;;;;N/D;1580;W;220;;;;400/5ND;;;;;Brasil;;;;018694;Secagem;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Capela;;Capela;Braslab;;;;;N/D;;;;;;;;;;;;;;;;004105;Manuseio de substâncias com vapores tóxicos e/ou ácidos;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Chapa aquecedora agitadora;;Chapa;IKA;;;;;N/D;415;W;220;;;;RH Basic 2;;;;;Japão;;;;011628;Aquecer e agitar soluções;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Soxlet;;Outros;Quimis;;;;;N/D;180;W;220;;;;Q321A24;;;;;Brasil;;;;;Remoção de óleo em amostras contaminadas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Rotoevaporador;;Evaporador;Fisatom;;;;;N/D;1200;W;115;;;;550;;;;;Brasil;;;;004103;Aquecer e evaporar;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Lixadeira e politriz;;Lixadeira;Fortel;;;;;N/D;0,25;cv;220;;;;PLF;;;;;Brasil;;;;004897;Lixar e polir amostras metalograficas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Lixadeira e politriz;;Lixadeira;Fortel;;;;;N/D;0,25;cv;220;;;;PLF;;;;;Brasil;;;;004896;Lixar e polir amostras metalograficas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Lixadeira e politriz;;Lixadeira;Struers;;;;;N/D;0,25;cv;220;;;;DP - U30;;;;;Dinamarca;;;;004149;Lixar e polir amostras metalograficas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Bomba de vácuo ;;Bomba;Buehler;;;;;N/D;;;110;;;;Vacuum Impregnation Pump;;;;;Estados Unidos;;;;;Fazer vácuo;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Balança;;Balança;Ohaus;;;;;N/D;6;W;220;;;;Adventurer;;;;;Estados Unidos;;;;;Pesagem;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Fisher;;Balança;;;;;;N/D;6;W;110;;;;Model 95;;;;;Estados Unidos;;;;004120;Medir tamanho médio de particulas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Ultra som ;;Ultrassom;Vita;;;;;N/D;100;W;220;;;;T 310/25;;;;;Alemanha;;;;40303;Limpeza ultrassônica;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Ultra som ;;Ultrassom;Elma;;;;;N/D;100;W;110;;;;T 310;;;;;Alemanha;;;;;Limpeza ultrassônica;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Ultra som ;;Ultrassom;Thornton;;;;;N/D;100;W;110;;;;US700;;;;;Estados Unidos;;;;004110;Limpeza ultrassônica;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Lupa;;Lupa;Wild Heerbrugg;;;;;N/D;;;;;;;;50;x;;;;;;;004114;Amplificação óptica de amostras;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Forno Keramat;;Forno;Knebel Produtos Dentarios Ltda;;;;;Israel;2;kW;220;;;;502;;;;;Brasil;;;IPT geral;004108;Sinterização de materiais cerâmicos dentários;;Operante;04/10/2022;LPM03FO005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Forno Inceramat 3;;Forno;Vita Inceramat;;;;;Israel;1,5;kW;230;;;;Inceramat3;;;;;Alemanha;;;IPT geral;012211;Sinterização de materiais cerâmicos dentários;;Operante;04/10/2022;LPM03FO006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Forno Ivoclar;;Forno;Ivoclar;;;;;Israel;2;kW;220;;;;EP 600 Empress;;;;;Austria;;;IPT geral;004107;Sinterização de materiais cerâmicos dentários;;Operante;04/10/2022;LPM03FO007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Misturador;;Misturador;Etica Equipamentos Cientificos S.A.;;;;;N/D;250;W;220;;;;105;;;;;Brasil;;;;004102;Misturar e homogeneizar amostras particuladas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do Atomisador e preparação de amostras;;Misturador;;Misturador;Vac U Vestor;;;;;N/D; 1/3;HP;115;;;;Model B;;;;;Canadá;;;;;Misturar e homogeneizar amostras particuladas;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do forno a vácuo com dispositivo de solidificação direcional ;;Forno de indução á vácuo Daido;;Forno;Daido steel Co. Ltd.;;;;;N/D;75;kVA;220;;;;IVD - 5K;;;;;Japão;1994;;;"34250; 012208";Fusão de super ligas e solidificação direcional;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do forno a vácuo com dispositivo de solidificação direcional ;;Aspirador de pó Aspo New Japan;;Aspirador;New Japan;;;;;N/D;;;220;;;;Asp500;;;;;Brasil;;;;25743;Limpeza de camara do forno Daido e Electron beam;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPM;3;Sala do forno a vácuo com dispositivo de solidificação direcional ;;Estufa grande;;Estufa;Ética Equipamentos Científicos S.A.;;;;;N/D;;;220;;;;;;;;;Brasil;;;;"033740; 012209";;;Operante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
